CZ,https://www.dotaceeu.cz/getmedia/813cd602-97b3-4ada-bf8c-0dfa93ecc467/2019_11-Seznam-operaci-_-List-of-operations_191201.xls.aspx?ext=.xls
DK,https://regionalt.erhvervsstyrelsen.dk/eu-projekt-eksport.csv
PL,http://www.funduszeeuropejskie.gov.pl/media/82626/Lista_projektow_FE_2014_2020_011219.xlsx
FR,https://www.europe-en-france.gouv.fr/sites/default/files/liste_des_operations_programmees_pour_mise_en_ligne_sur_europe_en_france_2019_07_09.xlsx
IT,https://opencoesione.gov.it/opendata/beneficiari/beneficiari.zip
IE_1,https://www.nwra.ie/wp-content/uploads/2019/09/ecohesion-report-aug-2019-beneficiaries-cert-status-order-final-doc-x-county.xlsx
IE_2,http://www.southernassembly.ie/uploads/regional-programme-beneficiaries/2014-2020/SE_Reg_Prog_1420_LOO_Q1_Sortable_1.xlsx
